reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.8,104.63804352453926
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.85,125.67568287223928
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.9,151.62704196922766
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.95,182.89491504672552
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.975,200.85468658948935
2025-12-20,1,wk inc flu hosp,2026-01-03,38,quantile,0.99,212.46186874315143
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.01,0.0
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.025,0.0
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.05,0.0
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.1,0.0
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.15,1.6609082499703742
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.2,3.6090298091791304
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.25,5.280344642947456
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.3,6.781237017827864
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.35,8.172037480832595
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.4,9.491771113550275
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.45,10.768628676357533
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.5,12.025242144908272
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.55,13.281855613459014
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.6,14.55871317626627
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.65,15.87844680898395
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.7,17.26924727198868
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.75,18.77013964686909
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.8,20.441454480637415
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.85,22.38957603984617
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.9,24.840757800354275
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.95,28.473778414422995
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.975,31.62488199030881
2025-10-04,1,wk inc flu hosp,2025-10-18,34,quantile,0.99,35.28872088531668
2025-10-11,1,wk inc flu hosp,2025-10-25,34,quantile,0.01,0.0
